Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Guttet-Feschel;3956;0;Guttet-Feschel;VS;618021;130638
Gwatt (Thun);3645;0;Spiez;BE;614408;174152
Gy;1251;0;Gy;GE;508925;123024
Gysenstein;3503;0;Konolfingen;BE;611900;193173
Gächlingen;8214;0;Gächlingen;SH;679343;284345
Gächliwil;4584;3;Lüterswil-Gächliwil;SO;600645;219808
Gähwil;9534;0;Kirchberg (SG);SG;717677;250740
Gänsbrunnen;4716;1;Gänsbrunnen;SO;602064;234360
Göschenen;6487;0;Göschenen;UR;687637;169347
Götighofen;8583;1;Sulgen;TG;733674;266313
Gümligen;3073;0;Muri bei Bern;BE;605378;198220
Gümmenen;3205;0;Mühleberg;BE;585590;199216
Gündisau;8322;2;Russikon;ZH;703554;250551
Gündlischwand;3815;2;Gündlischwand;BE;636230;164887
Günsberg;4524;0;Günsberg;SO;610393;234335
Güttingen;8594;0;Güttingen;TG;738940;274074
Haag (Rheintal);9469;0;Sennwald;SG;755540;231060
Habkern;3804;0;Habkern;BE;632422;174968
Habsburg;5245;0;Habsburg;AG;656351;257006
Hagenbuch ZH;8523;0;Hagenbuch;ZH;708927;264544
Hagendorn;6332;0;Cham;ZG;675401;228183
Hagenwil b. Amriswil;8580;5;Amriswil;TG;740701;265974
Hagneck;2575;2;Hagneck;BE;580741;211829
Halden;9223;1;Bischofszell;TG;733213;263031
Haldenstein;7023;0;Haldenstein;GR;758786;194116
Haldi b. Schattdorf;6469;0;Schattdorf;UR;694273;190820
Hallau;8215;0;Hallau;SH;676807;283049
Hallwil;5705;0;Hallwil;AG;655975;242260
Halten;4566;2;Halten;SO;612863;224331
Happerswil;8585;2;Birwinken;TG;734549;271355
Harenwilen;8553;2;Hüttlingen;TG;717513;270020
Hasle LU;6166;0;Hasle (LU);LU;646652;203073
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;BE;616002;206939
Haslen AI;9054;0;Schlatt-Haslen;AI;745873;248313
Haslen GL;8773;0;Glarus Süd;GL;723355;204565
Hasliberg Goldern;6085;0;Hasliberg;BE;657955;176621
Hasliberg Hohfluh;6083;0;Hasliberg;BE;656232;178136
Hasliberg Reuti;6086;0;Hasliberg;BE;659414;175961
Hasliberg Wasserwendi;6084;0;Hasliberg;BE;658188;177629
Hattenhausen;8564;7;Wäldi;TG;722542;276257
Hauenstein;4633;0;Hauenstein-Ifenthal;SO;632522;247274
Hauptikon;8926;2;Kappel am Albis;ZH;679933;231827
Hauptwil;9213;0;Hauptwil-Gottshaus;TG;736759;260540
Hausen AG;5212;0;Hausen (AG);AG;657765;257023
Hausen am Albis;8915;0;Hausen am Albis;ZH;682334;233279
Haute-Nendaz;1997;0;Nendaz;VS;588723;114526
Hauterive NE;2068;0;Hauterive (NE);NE;564494;207055
Hauteville;1648;0;Hauteville;FR;574338;168912
Hedingen;8908;0;Hedingen;ZH;675715;239365
Heerbrugg;9435;0;Au (SG);SG;765128;253641
Hefenhausen;8564;0;Wäldi;TG;722546;275260
Hefenhofen;8580;7;Hefenhofen;TG;740440;269893
Heiden;9410;0;Heiden;AR;757522;256692
Heiligenschwendi;3625;0;Heiligenschwendi;BE;618386;177826
Heiligkreuz (Mels);8888;0;Mels;SG;749891;214035
Heimberg;3627;0;Heimberg;BE;612293;182501
Heimenhausen;3373;2;Heimenhausen;BE;619642;229217
Heimenschwand;3615;0;Buchholterberg;BE;619595;186242
Heimisbach;3453;0;Trachselwald;BE;625100;206805
Heimiswil;3412;0;Heimiswil;BE;616785;212426
Heinrichswil;4558;2;Drei Höfe;SO;614560;222937
Heitenried;1714;0;Heitenried;FR;589320;186538
Heldswil;9216;0;Hohentannen;TG;734425;265856
Helgisried-Rohrbach;3155;0;Rüeggisberg;BE;598912;184845
Hellbühl;6016;0;Neuenkirch;LU;657590;213513
Hellikon;4316;0;Hellikon;AG;636018;262127
Hellsau;3429;3;Hellsau;BE;616164;221671
Hemberg;9633;0;Hemberg;SG;731295;240156
Hemishofen;8261;0;Hemishofen;SH;704261;281815
Hemmental;8231;0;Schaffhausen;SH;685953;287766
Hemmiken;4465;0;Hemmiken;BL;633876;259976
Henau;9247;0;Uzwil;SG;726783;257297
Hendschiken;5604;0;Hendschiken;AG;658771;248635
Henggart;8444;0;Henggart;ZH;693964;268507
Hennens;1681;2;Billens-Hennens;FR;557610;170363
Henniez;1525;0;Henniez;VD;557617;176838
Herbetswil;4715;0;Herbetswil;SO;611319;238135
Herbligen;3671;2;Herbligen;BE;612936;186254
Herbriggen;3927;0;St. Niklaus;VS;627605;109446
Herdern;8535;0;Herdern;TG;710861;273561
Hergiswil NW;6052;0;Hergiswil (NW);NW;665843;204372
Hergiswil b. Willisau;6133;0;Hergiswil bei Willisau;LU;638811;214777
Herisau;9100;0;Herisau;AR;738298;250102
Herlisberg;6028;0;Römerswil;LU;660019;227616
Hermance;1248;0;Hermance;GE;507995;128477
Hermenches;1513;0;Hermenches;VD;548056;165853
Hermetschwil-Staffeln;5626;0;Bremgarten (AG);AG;668247;242552
Hermiswil;3475;1;Hermiswil;BE;619863;222806
Hermrigen;3274;0;Hermrigen;BE;585035;214534
Herrenhof;8585;8;Langrickenbach;TG;735726;273471
Herrenschwanden;3037;0;Kirchlindach;BE;598361;202831
Herrliberg;8704;0;Herrliberg;ZH;689398;238712
Hersberg;4423;0;Hersberg;BL;625874;260126
Hersiwil;4558;0;Drei Höfe;SO;614871;223883
Hertenstein AG;5415;1;Obersiggenthal;AG;665875;260004
Herznach;5027;0;Herznach;AG;645901;258034
Herzogenbuchsee;3360;0;Herzogenbuchsee;BE;620894;227101
Hessigkofen;4577;0;Buchegg;SO;601606;220801
Hettenschwil;5317;0;Leuggern;AG;657024;269724
Hettiswil b. Hindelbank;3325;0;Krauchthal;BE;608783;208668
Hettlingen;8442;0;Hettlingen;ZH;695610;266677
Hildisrieden;6024;0;Hildisrieden;LU;660274;222430
Hilfikon;5613;0;Villmergen;AG;661393;242802
Hilterfingen;3652;0;Hilterfingen;BE;617092;176634
Himmelried;4204;0;Himmelried;SO;611450;252548
Hindelbank;3324;0;Hindelbank;BE;607706;210086
Hinteregg;8132;2;Egg;ZH;694192;240198
Hinterforst;9452;0;Altstätten;SG;758354;247622
Hinterfultigen;3089;0;Rüeggisberg;BE;597140;187553
Hinterkappelen;3032;0;Wohlen bei Bern;BE;594969;201925
Hintermoos;6260;3;Wikon;LU;642362;235620
Hinterrhein;7438;0;Hinterrhein;GR;734892;154928
Hinwil;8340;0;Hinwil;ZH;706523;239878
Hirschthal;5042;0;Hirschthal;AG;646704;241054
Hirzel;8816;0;Hirzel;ZH;688232;230097
Hittnau;8335;0;Hittnau;ZH;704659;246488
Hitzkirch;6285;0;Hitzkirch;LU;662538;230806
Hochdorf;6280;0;Hochdorf;LU;664778;224344
Hochfelden;8182;0;Hochfelden;ZH;680814;263972
Hochwald;4146;0;Hochwald;SO;615694;256404
Hofen SH;8242;1;Thayngen;SH;692889;293091
Hoffeld;9114;0;Neckertal;SG;731038;247149
Hofstatt;6154;0;Luthern;LU;636177;214969
Hofstetten SO;4114;0;Hofstetten-Flüh;SO;605055;258278
Hofstetten ZH;8354;0;Hofstetten (ZH);ZH;706472;258958
Hofstetten b. Brienz;3858;0;Hofstetten bei Brienz;BE;648342;178283
Hohenrain;6276;0;Hohenrain;LU;666682;225765
Hohentannen;9216;2;Hohentannen;TG;734400;263398
Hohtenn;3949;0;Steg-Hohtenn;VS;624639;129910
Holderbank AG;5113;0;Holderbank (AG);AG;655227;253605
Holderbank SO;4718;0;Holderbank (SO);SO;623982;242382
Holzhäusern ZG;6343;4;Risch;ZG;675997;223042
Holziken;5043;0;Holziken;AG;645034;241130
Homberg b. Thun;3622;0;Homberg;BE;618724;180665
Hombrechtikon;8634;0;Hombrechtikon;ZH;700149;234659
Homburg;8508;0;Homburg;TG;718192;277022
Honau;6038;2;Honau;LU;673551;220626
Hondrich;3702;0;Spiez;BE;618367;168947
Horboden;3755;0;Diemtigen;BE;609614;164357
Horgen;8810;0;Horgen;ZH;688291;234106
Horgenberg;8815;0;Horgen;ZH;686698;233626
Horn;9326;0;Horn;TG;752267;262203
Hornussen;5075;0;Hornussen;AG;647146;261382
Horrenbach;3623;2;Horrenbach-Buchen;BE;623966;180792
Horriwil;4557;0;Horriwil;SO;613964;225514
Horw;6048;0;Horw;LU;666487;207306
Hosenruck;9515;0;Wuppenau;TG;727186;261324
Hospental;6493;0;Hospental;UR;686864;163725
Hottwil;5277;0;Mettauertal;AG;654397;266596
Hubersdorf;4535;0;Hubersdorf;SO;611367;232662
Hugelshofen;8565;0;Kemmental;TG;726134;273221
Humlikon;8457;0;Humlikon;ZH;692859;270043
Hundwil;9064;0;Hundwil;AR;742088;247610
Hunzenschwil;5502;0;Hunzenschwil;AG;651996;248229
Hurden;8640;3;Freienbach;SZ;703564;230163
Huttwil;4950;0;Huttwil;BE;631065;218581
Huémoz;1884;3;Ollon;VD;568283;126742
Häfelfingen;4445;0;Häfelfingen;BL;631939;251749
Hägendorf;4614;0;Hägendorf;SO;630084;243081
Häggenschwil;9312;0;Häggenschwil;SG;743274;262175
Hägglingen;5607;0;Hägglingen;AG;661903;248934
Hämikon;6289;2;Hitzkirch;LU;663092;232157
Hämikon;6289;2;Hitzkirch;LU;665189;233045
Härkingen;4624;0;Härkingen;SO;629130;239578
Hätzingen;8775;2;Glarus Süd;GL;721908;202400
Häusernmoos im Emmental;3463;0;Affoltern im Emmental;BE;623420;214246
Häuslenen;8522;0;Aadorf;TG;710210;265266
Häutligen;3510;9;Häutligen;BE;612816;189621
Hérémence;1987;0;Hérémence;VS;597172;114345
Höchstetten;3429;2;Höchstetten;BE;614616;221581
Höfen b. Thun;3631;0;Stocken-Höfen;BE;609564;174672
Hölstein;4434;0;Hölstein;BL;625426;252973
Hörhausen;8507;0;Homburg;TG;714788;276917
Höri;8181;0;Höri;ZH;680021;262462
Hünenberg;6331;0;Hünenberg;ZG;675248;225037
Hünenberg See;6333;0;Hünenberg;ZG;676699;224749
Hünibach;3626;0;Hilterfingen;BE;616411;177347
Hüniken;4554;2;Hüniken;SO;614943;225808
Hünikon (Neftenbach);8412;2;Neftenbach;ZH;692339;267389
Hüntwangen;8194;0;Hüntwangen;ZH;679284;271945
Hüswil;6152;0;Zell (LU);LU;635388;219914
Hütten;8825;0;Hütten;ZH;693135;225536
Hüttikon;8115;0;Hüttikon;ZH;671540;255465
Hüttlingen;8553;4;Hüttlingen;TG;716142;271064
Hüttwilen;8536;0;Hüttwilen;TG;708065;274071
Ibach;6438;0;Schwyz;SZ;691844;207395
Ichertswil;4571;2;Lüterkofen-Ichertswil;SO;604336;223301
Icogne;1977;0;Icogne;VS;599993;126590
Iffwil;3305;0;Iffwil;BE;603360;212550
Igis;7206;0;Landquart;GR;762893;201542
Ilanz;7130;0;Ilanz/Glion;GR;734611;181658
Illgau;6434;0;Illgau;SZ;697726;204861
Illhart;8556;3;Wigoltingen;TG;720105;275364
Illighausen;8574;1;Lengwil;TG;733185;273994
Illnau;8308;0;Illnau-Effretikon;ZH;696603;251804
Im Fang;1656;1;Jaun;FR;584493;160777
Immensee;6405;0;Küssnacht (SZ);SZ;677651;216582
Indemini;6571;0;Gambarogno;TI;707583;105782
Inden;3953;1;Inden;VS;613591;132688
Inkwil;3375;0;Inkwil;BE;617809;227855
Innerberg;3044;2;Wohlen bei Bern;BE;590264;204845
Innereriz;3619;1;Eriz;BE;629572;181895
Innerferrera;7445;0;Ferrera;GR;753304;154276
Innerferrera;7445;0;Ferrera;GR;754860;149889
Innerthal;8858;0;Innerthal;SZ;712378;218305
Innertkirchen;3862;0;Innertkirchen;BE;660382;172471
Ins;3232;0;Ins;BE;574395;206504
Insone;6951;8;Lugano;TI;723060;105087
Interlaken;3800;0;Gündlischwand;BE;636098;166897
Interlaken;3800;0;Interlaken;BE;632453;170718
Intragna;6655;0;Centovalli;TI;697409;114771
Intschi;6476;0;Gurtnellen;UR;692497;179650
Inwil;6034;0;Inwil;LU;669176;219424
Ipsach;2563;0;Ipsach;BE;584123;218389
Iragna;6707;0;Iragna;TI;717677;132095
Iseltwald;3807;0;Iseltwald;BE;640237;173225
Isenfluh;3822;2;Lauterbrunnen;BE;635002;163323
Isenthal;6461;0;Isenthal;UR;685499;196245
Iseo;6993;0;Bioggio;TI;711750;95815.2
Islikon;8546;0;Gachnang;TG;705754;267339
Islisberg;8905;2;Islisberg;AG;675808;241724
Isole di Brissago;6614;2;Brissago;TI;700202;109803
Isone;6810;0;Isone;TI;719581;109808
Istighofen;8575;1;Bürglen (TG);TG;728528;267153
Isérables;1914;0;Isérables;VS;585323;112368
Itingen;4452;0;Itingen;BL;625917;257257
Ittenthal;5083;0;Kaisten;AG;646685;263163
Ittigen;3063;0;Ittigen;BE;603123;203222
Jaberg;3629;3;Jaberg;BE;609795;185335
Jakobsbad;9108;3;Gonten;AI;742700;242685
Jaun;1656;0;Jaun;FR;587432;162250
Jegenstorf;3303;0;Jegenstorf;BE;605194;211024
Jenaz;7233;0;Jenaz;GR;773260;199875
Jenins;7307;0;Jenins;GR;761018;207729
Jens;2565;0;Jens;BE;586710;216160
Jeuss;1793;0;Jeuss;FR;579079;194727
Jona;8645;0;Rapperswil-Jona;SG;706460;231730
Jonen;8916;0;Jonen;AG;671850;239057
Jongny;1805;0;Jongny;VD;554190;147572
Jonschwil;9243;0;Jonschwil;SG;724696;253685
Jouxtens-Mézery;1008;2;Jouxtens-Mézery;VD;535509;156070
Juf;7448;0;Avers;GR;764517;146019
Jungfraujoch;3801;33;Fieschertal;VS;641777;155270
Juriens;1326;0;Juriens;VD;524294;171598
Jussy;1254;0;Jussy;GE;509547;121116
Kaiseraugst;4303;0;Kaiseraugst;AG;621556;265469
Kaiserstuhl AG;5466;0;Kaiserstuhl;AG;673860;268967
Kaisten;5082;0;Kaisten;AG;645720;265664
Kallern;5625;0;Kallern;AG;664607;241183
Kallnach;3283;0;Kallnach;BE;584135;207438
Kalpetran;3922;1;Embd;VS;630867;118226
Kaltacker;3413;0;Heimiswil;BE;617997;214000
Kaltbach;6212;2;Mauensee;LU;647007;226056
Kaltbrunn;8722;0;Kaltbrunn;SG;719687;230495
Kaltenbach;8259;0;Wagenhausen;TG;705005;278854
Kammersrohr;4535;2;Kammersrohr;SO;611700;233571
Kandergrund;3716;0;Kandergrund;BE;616863;155307
Kandersteg;3718;0;Kandersteg;BE;617662;149705
Kappel SO;4616;0;Kappel (SO);SO;631437;241375
Kappel am Albis;8926;0;Kappel am Albis;ZH;682006;231213
Kappelen;3273;0;Kappelen;BE;587259;212376
Kastanienbaum;6047;0;Horw;LU;668065;207320
Kaufdorf;3126;0;Kaufdorf;BE;604435;187688
Kefikon TG;8546;2;Gachnang;TG;705213;267446
Kefikon ZH;8543;2;Wiesendangen;ZH;704614;267435
Kehrsatz;3122;0;Kehrsatz;BE;602743;195447
Kehrsiten;6365;0;Stansstad;NW;670822;205975
Kemptthal;8310;0;Winterthur;ZH;696209;257825
Kernenried;3309;0;Kernenried;BE;608449;213204
Kerns;6064;0;Kerns;OW;664124;194883
Kerzers;3210;0;Kerzers;FR;581567;202814
Kesswil;8593;0;Kesswil;TG;741254;273102
Kestenholz;4703;0;Kestenholz;SO;623868;236192
Kienberg;4468;0;Kienberg;SO;639616;254301
Kiental;3723;0;Reichenbach im Kandertal;BE;621898;159832
Kiesen;3629;0;Kiesen;BE;610830;185111
Kilchberg BL;4496;0;Kilchberg (BL);BL;634357;252771
Kilchberg ZH;8802;0;Kilchberg (ZH);ZH;683813;242018
Killwangen;8956;0;Killwangen;AG;668657;253943
Kippel;3917;0;Kippel;VS;625527;138496
Kirchberg BE;3422;0;Kirchberg (BE);BE;611759;214670
Kirchberg SG;9533;0;Kirchberg (SG);SG;720471;252183
Kirchdorf AG;5416;0;Obersiggenthal;AG;663407;261246
Kirchdorf BE;3116;0;Kirchdorf (BE);BE;608245;185262
Kirchenthurnen;3128;0;Kirchenthurnen;BE;605164;185985
Kirchleerau;5054;1;Kirchleerau;AG;647639;236356
Kirchlindach;3038;0;Kirchlindach;BE;598360;205212
Klarsreuti;8585;10;Birwinken;TG;733470;272290
Kleinandelfingen;8451;0;Kleinandelfingen;ZH;693476;273089
Kleinbösingen;3213;2;Kleinbösingen;FR;582205;193708
Kleindietwil;4936;0;Madiswil;BE;626734;221756
Kleindöttingen;5314;0;Böttstein;AG;660160;269157
Kleine Scheidegg;3823;1;Lauterbrunnen;BE;639998;159446
Kleingurmels;3212;2;Gurmels;FR;580754;192717
Kleinlützel;4245;0;Kleinlützel;SO;598441;252606
Kleinwangen;6277;0;Hohenrain;LU;665250;227765
Klingnau;5313;0;Klingnau;AG;661075;270927
Kloster Fahr;8109;0;Würenlos;AG;675507;251309
Klosters;7250;0;Klosters-Serneus;GR;786259;193926
Klosters Dorf;7252;0;Klosters-Serneus;GR;785683;195383
Kloten;8302;0;Kloten;ZH;687423;256439
Klöntal;8750;3;Glarus;GL;714304;209374
Knoblisbühl;8881;2;Walenstadt;SG;740040;222693
Knonau;8934;0;Knonau;ZH;677117;230768
Knutwil;6213;0;Knutwil;LU;648049;228046
Koblenz;5322;0;Koblenz;AG;660077;273116
Kollbrunn;8483;0;Zell (ZH);ZH;701412;257151
Konolfingen;3510;0;Konolfingen;BE;613359;192153
Koppigen;3425;0;Koppigen;BE;611904;220260
Kottwil;6217;0;Ettiswil;LU;645985;223711
Kradolf;9214;2;Kradolf-Schönenberg;TG;732305;265401
Krattigen;3704;0;Krattigen;BE;621592;167496
Krauchthal;3326;0;Krauchthal;BE;609930;206189
Kreuzlingen;8280;0;Kreuzlingen;TG;730329;278554
Kriechenwil;3179;0;Kriechenwil;BE;583860;195541
Kriegstetten;4566;0;Kriegstetten;SO;611824;224827
Kriens;6010;2;Alpnach;OW;662089;203455
Kriens;6010;0;Kriens;LU;663881;209449
Kriessern;9451;0;Oberriet (SG);SG;763762;248329
Krinau;9622;0;Wattwil;SG;721802;241791
Krummenau;9643;0;Nesslau;SG;731289;234540
Kräiligen;3315;1;Bätterkinden;BE;607351;221923
Kulmerau;6234;1;Triengen;LU;649268;233817
Kyburg;8314;0;Kyburg;ZH;698558;256889
Kyburg-Buchegg;4586;0;Buchegg;SO;605631;221157
Kägiswil;6056;0;Sarnen;OW;662454;196816
Känerkinden;4447;0;Känerkinden;BL;629818;251619
Kölliken;5742;0;Kölliken;AG;644646;243183
Köniz;3098;0;Köniz;BE;598118;196612
Küblis;7240;0;Küblis;GR;778317;198793
Kümmertshausen;8586;3;Erlen;TG;735883;269857
Künten;5444;0;Künten;AG;667586;248832
Küsnacht ZH;8700;0;Küsnacht (ZH);ZH;687035;241605
Küssnacht am Rigi;6403;0;Küssnacht (SZ);SZ;676049;214860
Küttigen;5024;0;Küttigen;AG;645608;251550
Küttigkofen;4581;0;Buchegg;SO;605668;222277
L'Abbaye;1344;0;L'Abbaye;VD;514338;167151
L'Abergement;1355;0;L'Abergement;VD;527476;178572
L'Auberson;1454;0;Sainte-Croix;VD;525548;185670
L'Etivaz;1660;3;Château-d'Oex;VD;577645;141511
L'Isle;1148;0;L'Isle;VD;521454;163474
La Brévine;2406;0;La Brévine;NE;536772;203531
La Chaux (Cossonay);1308;0;La Chaux (Cossonay);VD;526028;163428
La Chaux-de-Fonds;2300;0;La Chaux-de-Fonds;NE;554034;217191
La Chaux-des-Breuleux;2345;3;La Chaux-des-Breuleux;JU;568858;230278
La Chaux-du-Milieu;2405;0;La Chaux-du-Milieu;NE;543986;207208
La Châtagne;2406;3;La Brévine;NE;539382;204332
La Cibourg;2300;8;La Chaux-de-Fonds;NE;557946;219097
La Cibourg;2333;2;La Ferrière;BE;558365;219507
La Cibourg;2616;2;Renan (BE);BE;558612;218731
La Comballaz;1862;2;Ormont-Dessous;VD;572201;136264
La Conversion;1093;0;Lutry;VD;542257;151789
La Corbaz;1782;4;La Sonnaz;FR;575310;187618
La Coudre;1148;9;L'Isle;VD;520691;165837
La Croix (Lutry);1090;0;Lutry;VD;543523;151972
La Croix-de-Rozon;1257;0;Bardonnex;GE;498485;111636
La Cure;1265;0;Saint-Cergue;VD;495289;146727
La Côte-aux-Fées;2117;0;La Côte-aux-Fées;NE;527638;191087
La Ferrière;2333;0;La Ferrière;BE;558711;221261
La Forclaz VD;1866;0;Ormont-Dessous;VD;571492;133418
La Forclaz VS;1985;1;Evolène;VS;606440;103851
La Fouly VS;1944;0;Orsières;VS;573533;86769.1
La Garde (Sembrancher);1933;4;Sembrancher;VS;577391;101557
La Heutte;2604;0;Péry-La Heutte;BE;583653;226808
La Joux FR;1697;0;Vuisternens-devant-Romont;FR;561743;164331
La Lécherette;1660;4;Château-d'Oex;VD;574449;141160
La Magne;1687;2;Vuisternens-devant-Romont;FR;561162;165030
La Muraz (Savièse);1965;11;Savièse;VS;592161;120598
La Neirigue;1686;2;Vuisternens-devant-Romont;FR;563021;170558
La Neuveville;2520;0;La Neuveville;BE;574052;212660
La Place (Ayent);1966;7;Ayent;VS;597898;124703
La Plaine;1283;0;Dardagny;GE;489134;115030
La Praz;1148;6;La Praz;VD;522590;168998
La Punt-Chamues-ch;7522;0;La Punt-Chamues-ch;GR;790842;161502
La Rippe;1278;0;La Rippe;VD;500905;137772
La Roche FR;1634;0;La Roche;FR;577001;171727
La Russille;1356;2;Les Clées;VD;526621;176541
La Rösa;7742;3;Poschiavo;GR;802236;142272
La Sage;1985;0;Evolène;VS;606142;105368
La Sagne (Ste-Croix);1450;2;Sainte-Croix;VD;528173;185287
La Sagne NE;2314;0;La Sagne;NE;551650;209833
La Sarraz;1315;0;La Sarraz;VD;529267;168006
La Tanne;2720;2;Tavannes;BE;578388;230167
La Tine;1658;2;Rossinière;VD;570111;146464
La Tour VS;1984;1;Evolène;VS;605187;105162
La Tour-de-Peilz;1814;0;La Tour-de-Peilz;VD;555313;144863
La Tour-de-Trême;1635;0;Bulle;FR;571469;162047
La Tzoumaz;1918;0;Riddes;VS;584513;110346
La Vernaz (Les Agettes);1992;2;Les Agettes;VS;594965;117643
La Verrerie;1624;0;Semsales;FR;560501;159599
La Vraconnaz;1454;2;Sainte-Croix;VD;527074;188287
La Vue-des-Alpes;2052;2;Val-de-Ruz;NE;556909;213777
Laax GR;7031;0;Laax;GR;738529;185263
Laax GR 2;7032;0;Laax;GR;736905;189768
Lachen SZ;8853;0;Lachen;SZ;707535;228362
Laconnex;1287;0;Laconnex;GE;491542;112445
Ladir;7155;0;Ilanz/Glion;GR;734806;183730
Ladir;7155;0;Ilanz/Glion;GR;732439;189009
Lajoux JU;2718;0;Lajoux (JU);JU;577358;236522
Lalden;3931;1;Lalden;VS;635492;127570
Lamboing;2516;0;Plateau de Diesse;BE;577060;218529
Lamone;6814;2;Lamone;TI;715583;100330
Lampenberg;4432;0;Lampenberg;BL;623807;252860
Lamperswil TG;8556;4;Wigoltingen;TG;720229;274549
Landiswil;3434;1;Landiswil;BE;618372;200838
Landquart;7302;0;Landquart;GR;761327;203567
Landschlacht;8597;0;Münsterlingen;TG;735743;276555
Langenbruck;4438;0;Langenbruck;BL;624849;244278
Langendorf;4513;0;Langendorf;SO;605750;230092
Langenthal;4900;0;Langenthal;BE;627177;229642
Langnau am Albis;8135;0;Langnau am Albis;ZH;682524;238068
Langnau b. Reiden;6262;0;Reiden;LU;639724;231264
Langnau im Emmental;3550;0;Langnau im Emmental;BE;626434;199398
Langrickenbach;8585;4;Langrickenbach;TG;736056;271855
Langwies;7057;0;Arosa;GR;773789;188119
Langwiesen;8246;0;Feuerthalen;ZH;691801;281918
Lanna;1983;2;Evolène;VS;602798;107695
Lanterswil;9503;2;Bussnang;TG;724813;264553
Lantsch/Lenz;7083;0;Lantsch/Lenz;GR;762790;172634
Lanzenhäusern;3148;0;Schwarzenburg;BE;593484;188030
Lanzenneunforn;8506;0;Herdern;TG;712480;275703
Largario;6724;2;Acquarossa;TI;715355;150343
Latsch;7484;0;Bergün/Bravuogn;GR;777224;167499
Latterbach;3758;0;Erlenbach im Simmental;BE;610671;168103
Lauenen b. Gstaad;3782;0;Lauenen;BE;590962;141499
Lauerz;6424;0;Lauerz;SZ;686764;209636
Laufen;4242;0;Laufen;BL;604512;252257
Laufenburg;5080;0;Laufenburg;AG;647103;267648
Laupen BE;3177;0;Laupen;BE;585129;194994
Laupen ZH;8637;0;Wald (ZH);ZH;713018;236165
Laupersdorf;4712;0;Laupersdorf;SO;615789;240505
Lauperswil;3438;0;Lauperswil;BE;622774;201761
Laura;6549;0;Roveredo (GR);GR;728599;119354
Lausanne;1006;0;;VD;538483;148573
Lausanne;1015;0;;VD;534336;152132
Lausanne;1003;0;Lausanne;VD;537951;152398
Lausanne;1010;0;Lausanne;VD;540185;154171
Lausanne;1004;0;Lausanne;VD;537090;153349
Lausanne;1012;0;Lausanne;VD;540024;153082
Lausanne;1011;0;Lausanne;VD;538943;153014
Lausanne;1018;0;Lausanne;VD;537865;154483
Lausanne;1007;0;Lausanne;VD;538389;152681
Lausanne;1005;0;Lausanne;VD;538908;152372
Lausanne 25;1000;25;Lausanne;VD;542094;157051
Lausanne 26;1000;26;Lausanne;VD;543068;156403
Lausanne 27;1000;27;Lausanne;VD;541921;154775
Lausen;4415;0;Lausen;BL;624437;257566
Lauterbrunnen;3822;0;Lauterbrunnen;BE;636016;160272
Lauwil;4426;0;Lauwil;BL;617877;248571
Lavertezzo;6633;0;Lavertezzo;TI;707743;123824
Lavey-Village;1892;0;Lavey-Morcles;VD;567636;118753
Lavey-les-Bains;1892;1;Lavey-Morcles;VD;567604;116939
Lavigny;1175;0;Lavigny;VD;520629;150437
Lavin;7543;0;Zernez;GR;803719;183038
Lavorgo;6746;0;Faido;TI;707754;144340
Lax;3994;0;Lax;VS;652209;137805
Le Brassus;1348;0;Le Chenit;VD;505841;159695
Le Brouillet;2406;4;La Brévine;NE;530735;200744
Le Bry;1645;0;Pont-en-Ogoz;FR;572965;172190
Le Bémont JU;2360;0;Le Bémont (JU);JU;567848;234864
Le Cerneux-Péquignot;2414;0;Le Cerneux-Péquignot;NE;541179;207612
Le Cerneux-Veusil;2345;2;Saint-Imier;BE;563946;225551
Le Châble VS;1934;0;Bagnes;VS;582546;103272
Le Château-de-Ste-Croix;1450;3;Sainte-Croix;VD;530973;185629
Le Châtelard VS;1925;1;Finhaut;VS;562705;100832
Le Châtelard-près-Romont;1689;0;Le Châtelard;FR;564777;169694
Le Crêt-du-Locle;2322;0;La Chaux-de-Fonds;NE;550480;214094
Le Crêt-près-Semsales;1611;0;La Verrerie;FR;559508;162101
Le Fuet;2712;0;Saicourt;BE;580763;232620
Le Grand-Saconnex;1218;0;Le Grand-Saconnex;GE;498587;120961
Le Landeron;2525;0;Le Landeron;NE;571612;211469
Le Lieu;1345;0;Le Lieu;VD;511462;166898
Le Lignon;1219;0;Vernier;GE;496335;117864
Le Locle;2400;0;Le Locle;NE;544673;211563
Le Locle;2400;0;Le Locle;NE;547645;212133
Le Mont-Pèlerin;1801;0;Chardonne;VD;553277;147988
Le Mont-sur-Lausanne;1052;0;Le Mont-sur-Lausanne;VD;538460;156483
Le Mouret;1724;0;Le Mouret;FR;580068;177799
Le Muids;1273;2;Arzier-Le Muids;VD;506415;145540
Le Noirmont;2340;0;Le Noirmont;JU;563562;230726
Le Pont;1342;0;L'Abbaye;VD;515274;168749
Le Prese;7746;0;Poschiavo;GR;803540;130289
Le Prédame;2714;2;Les Genevez (JU);JU;574901;234119
Le Prévoux;2400;2;Le Locle;NE;544017;209915
Le Pâquier NE;2058;0;Val-de-Ruz;NE;565699;216470
Le Pâquier-Montbarry;1661;0;Le Pâquier (FR);FR;570589;160422
